filme,decada,score,nacionalidade,genero
Rush Hour,1990,1,USA,Action
Rounders,1990,1,USA,Crime
Pi,1990,2,USA,Drama
"Prince of Egypt, The",1990,3,USA,Animation
"Lock, Stock and Two Smoking Barrels",1990,1,USA,Action
Your Friends and Neighbors,1990,3,USA,Comedy
Dark City,1990,1,USA,Fantasy
Shakespeare in Love,1990,3,USA,Comedy
Quest for Camelot,1990,3,USA,Animation
"X Files, The",1990,3,USA,Drama
Buffalo &#39;66,1990,1,USA,Comedy
A Bug&#39;s Life,1990,3,USA,Animation
Out of Sight,1990,2,USA,Comedy
Primary Colors,1990,3,USA,Comedy
American History X,1990,2,USA,Crime
Dancing at Lughnasa,1990,3,USA,Drama
Slums of Beverly Hills,1990,3,USA,Comedy
Small Soldiers,1990,1,USA,Action
Dark Harbor,1990,1,USA,Thriller
SLC Punk!,1990,1,USA,Comedy
Safe Men,1990,0,USA,Comedy
Smoke Signals,1990,3,USA,Comedy
Mercury Rising,1990,1,USA,Action
BASEketball,1990,1,USA,Comedy
Disturbing Behavior,1990,1,USA,Horror
Vampires (John Carpenter&#39;s),1990,0,USA,Action
Sliding Doors,1990,3,USA,Comedy
"Last Days of Disco, The",1990,3,USA,Comedy
Beloved,1990,3,USA,Drama
Species II,1990,3,USA,Action
Hope Floats,1990,3,USA,Drama
"Proposition, The",1990,2,USA,Drama
Bride of Chucky,1990,1,USA,Comedy
Urban Legend,1990,3,USA,Horror
Halloween H20: 20 Years Later,1990,3,USA,Horror
Wild Things,1990,3,USA,Crime
"Avengers, The",1990,3,USA,Action
Enemy of the State,1990,1,USA,Action
Lost in Space,1990,3,USA,Action
There&#39;s Something About Mary,1990,3,USA,Comedy
Trance (The Eternal),1990,3,USA,Horror
Moby Dick,1990,0,USA,Adventure
City of Angels,1990,3,USA,Drama
Hurlyburly,1990,1,USA,Comedy
Following,1990,0,USA,Crime
Patch Adams,1990,3,USA,Biography
"Rugrats Movie, The",1990,3,USA,Animation
I Still Know What You Did Last Summer,1990,3,USA,Horror
Pecker,1990,3,USA,Comedy
Ronin,1990,1,USA,Action
Lick the Star,1990,3,USA,Drama
"Waterboy, The",1990,2,USA,Comedy
Tomorrow Night,1990,2,USA,Comedy
Snake Eyes,1990,1,USA,Crime
Celebrity,1990,3,USA,Comedy
Great Expectations,1990,1,USA,Drama
Meet Joe Black,1990,1,USA,Drama
Thursday,1990,1,USA,Action
Lethal Weapon 4,1990,1,USA,Action
Madeline,1990,3,USA,Comedy
A Perfect Murder,1990,3,USA,Crime
Antz,1990,3,USA,Animation
Can&#39;t Hardly Wait,1990,1,USA,Comedy
What Dreams May Come,1990,1,USA,Drama
Halloweentown,1990,3,USA,Adventure
Thats 70s Show,1990,2,USA,Comedy
Dangerous Beauty,1990,3,USA,Biography
Next Stop Wonderland,1990,3,USA,Comedy
Montana,1990,0,USA,Action
Return to Paradise,1990,2,USA,Drama
Hard Rain,1990,2,USA,Action
Doctor Dolittle,1990,2,USA,Comedy
Barney&#39;s Great Adventure,1990,3,USA,Adventure
Half Baked,1990,1,USA,Comedy
Austin Powers: The Spy Who Shagged Me,1990,1,USA,Action
Three to Tango,1990,1,USA,Comedy
Office Space,1990,1,USA,Comedy
"Matrix, The",1990,3,USA,Action
American Beauty,1990,3,USA,Drama
Toy Story 2,1990,1,USA,Animation
Sleepy Hollow,1990,3,USA,Fantasy
8MM,1990,1,USA,Crime
Blue Streak,1990,1,USA,Action
Fight Club,1990,1,USA,Drama
Ghost Dog: The Way of the Samurai,1990,1,USA,Crime
But I&#39;m a Cheerleader,1990,3,USA,Comedy
"Girl, Interrupted",1990,3,USA,Biography
Boys Don&#39;t Cry,1990,2,USA,Biography
Jawbreaker,1990,3,USA,Comedy
10 Things I Hate About You,1990,3,USA,Comedy
Star Wars: Episode I - The Phantom Menace,1990,3,USA,Action
"Sixth Sense, The",1990,3,USA,Drama
Flawless,1990,1,USA,Crime
"Boondock Saints, The",1990,0,USA,Action
Dogma,1990,3,USA,Adventure
Eyes Wide Shut,1990,3,USA,Drama
"Other Sister, The",1990,3,USA,Comedy
Go!,1990,3,USA,Comedy
Election,1990,3,USA,Comedy
"Iron Giant, The",1990,0,USA,Animation
Being John Malkovich,1990,3,USA,Comedy
Galaxy Quest,1990,1,USA,Adventure
Wives and Daughters,1990,3,USA,Drama
Tarzan,1990,2,USA,Animation
Wild Wild West,1990,2,USA,Action
A Midsummer Night&#39;s Dream,1990,2,USA,Comedy
Anna and the King,1990,3,USA,Drama
Stuart Little,1990,1,USA,Adventure
Drop Dead Gorgeous,1990,3,USA,Comedy
Anywhere But Here,1990,3,USA,Comedy
South Park: Bigger Longer &amp; Uncut,1990,3,USA,Animation
American Pie,1990,2,USA,Comedy
"Big Kahuna, The",1990,0,USA,Drama
Magnolia,1990,3,USA,Drama
Titus,1990,3,USA,Drama
Cruel Intentions,1990,3,USA,Drama
Black and White,1990,3,USA,Crime
Holy Smoke,1990,3,USA,Comedy
Things You Can Tell Just by Looking at Her,1990,3,USA,Drama
Virus,1990,3,USA,Action
"Blair Witch Project, The",1990,3,USA,Horror
"13th Warrior, The",1990,1,USA,Action
Analyze This,1990,1,USA,Comedy
Never Been Kissed,1990,3,USA,Comedy
Notting Hill,1990,3,USA,Comedy
Payback,1990,1,USA,Action
Carrie 2: The Rage,1990,3,USA,Drama
"Green Mile, The",1990,1,USA,Crime
Double Platinum,1990,3,USA,Drama
"Cider House Rules, The",1990,3,USA,Drama
Splendor,1990,3,USA,Comedy
For Love of the Game,1990,2,USA,Drama
"Talented Mr. Ripley, The",1990,3,USA,Crime
Mystery Men,1990,1,USA,Action
Topsy-Turvy,1990,3,USA,Biography
"Magical Legend of the Leprechauns, The",1990,3,USA,Adventure
"4th Floor, The",1990,3,USA,Mystery
Ravenous,1990,1,USA,Adventure
Wing Commander,1990,2,USA,Action
Muppets From Space,1990,3,USA,Adventure
"Haunting, The",1990,3,USA,Fantasy
Teaching Mrs. Tingle,1990,3,USA,Comedy
Dick,1990,3,USA,Comedy
Man on the Moon,1990,1,USA,Biography
Blast from the Past,1990,3,USA,Comedy
She&#39;s All That,1990,3,USA,Comedy
"Straight Story, The",1990,3,USA,Biography
Brokedown Palace,1990,3,USA,Drama
EdTV,1990,1,USA,Comedy
"Virgin Suicides, The",1990,3,USA,Drama
Mansfield Park,1990,3,USA,Comedy
A Walk on the Moon,1990,3,USA,Drama
Storm of the Century,1990,3,USA,Drama
Trick,1990,3,USA,Comedy
Bowfinger,1990,3,USA,Comedy
"Hurricane, The",1990,2,USA,Biography
Terror Firmer,1990,3,USA,Comedy
Introducing Dorothy Dandridge,1990,3,USA,Biography
"Ninth Gate, The",1990,1,USA,Mystery
200 Cigarettes,1990,3,USA,Comedy
Sweet and Lowdown,1990,1,USA,Comedy
Aristocrats,1990,3,USA,Drama
"World is Not Enough, The",1990,2,USA,Action
Family guy,1990,3,USA,Animation
Fantasia 2000,1990,1,USA,Animation
Bicentennial Man,1990,3,USA,Drama
Message in a Bottle,1990,1,USA,Drama
Deuce Bigalow: Male Gigolo,1990,3,USA,Comedy
"Thomas Crown Affair, The",1990,1,USA,Crime
"Deep End of the Ocean, The",1990,2,USA,Drama
Stigmata,1990,3,USA,Horror
Lake Placid,1990,3,USA,Action
Smart House,1990,3,USA,Comedy
"Thirteenth Year, The",1990,2,USA,Comedy
Double Jeopardy,1990,3,USA,Crime
Music of the Heart,1990,3,USA,Drama
Vendetta,1990,1,USA,Drama
Operation Delta Force 4: Deep Fault,1990,0,USA,Action
Deep Blue Sea,1990,1,USA,Action
Bridge of Dragons,1990,1,USA,Action
October Sky,1990,1,USA,Biography
Runaway Bride,1990,1,USA,Comedy
Idle Hands,1990,2,USA,Comedy
Johnny Tsunami,1990,3,USA,Drama
Any Given Sunday,1990,2,USA,Drama
Big Daddy,1990,2,USA,Comedy
Forces of Nature,1990,2,USA,Comedy
Freeway II: Confessions of a Trickbaby,1990,3,USA,Comedy
Red Planet,2000,0,USA,Action
Memento,2000,1,USA,Mystery
American Psycho,2000,3,USA,Crime
Hollow Man,2000,3,USA,Action
Mission to Mars,2000,1,USA,Adventure
X-Men,2000,1,USA,Action
Vertical Limit,2000,1,USA,Action
Shanghai Noon,2000,1,USA,Action
"Dude, Where&#39;s My Car",2000,2,USA,Comedy
"Whole Nine Yards, The",2000,3,USA,Comedy
"Emperor&#39;s New Groove, The",2000,3,USA,Animation
Ordinary Decent Criminal,2000,1,USA,Comedy
What&#39;s Cooking?,2000,3,USA,Comedy
Pitch Black,2000,3,USA,Action
Dancing at the Blue Iguana,2000,3,USA,Drama
Erin Brockovich,2000,3,USA,Biography
Boiler Room,2000,1,USA,Crime
Miss Congeniality,2000,3,USA,Action
Chicken Run,2000,3,USA,Animation
Bring It On,2000,3,USA,Comedy
Chocolat,2000,3,USA,Drama
"Wo hu cang long (Crouching Tiger, Hidden Dragon)",2000,3,USA,Action
Is It Fall Yet,2000,3,USA,Animation
Almost Famous,2000,3,USA,Adventure
Where the Heart Is,1990,3,USA,Comedy
Best in Show,2000,3,USA,Comedy
28 Days,2000,3,USA,Comedy
High Fidelity,2000,2,USA,Comedy
Titan A.E.,2000,3,USA,Animation
"Road to El Dorado, The",2000,0,USA,Animation
What Lies Beneath,2000,3,USA,Drama
Return to Me,2000,3,USA,Comedy
Remember the Titans,2000,3,USA,Biography
Snatch.,2000,0,USA,Comedy
Girlfight,2000,3,USA,Drama
Sexy Beast,2000,2,USA,Crime
Center Stage,2000,3,USA,Drama
Unbreakable,2000,0,USA,Drama
Gladiator,2000,0,USA,Action
Coyote Ugly,2000,3,USA,Comedy
What Women Want,2000,1,USA,Comedy
If These Walls Could Talk 2,2000,3,USA,Drama
Dancer in the Dark,2000,3,USA,Crime
Songcatcher,2000,3,USA,Drama
Greenfingers,2000,3,USA,Comedy
Requiem for a Dream,2000,3,USA,Drama
Urbania,2000,1,USA,Drama
Meet the Parents,2000,2,USA,Comedy
Love &amp; Basketball,2000,3,USA,Drama
Gone in Sixty Seconds,2000,1,USA,Action
"Patriot, The",2000,3,USA,Action
"O Brother, Where Art Thou?",2000,0,USA,Comedy
Little Nicky,2000,1,USA,Comedy
Thirteen days,2000,1,USA,Drama
Cast Away,2000,2,USA,Adventure
"Beach, The",2000,1,USA,Adventure
Sordid Lives,2000,3,USA,Comedy
A Good Baby,2000,3,USA,Drama
Bamboozlee,2000,1,USA,Comedy
Life-Size,2000,3,USA,Comedy
Cecil B. Demented,2000,3,USA,Comedy
Romeo Must Die,2000,0,USA,Action
"Cell, The",2000,2,USA,Crime
Final Destination,2000,1,USA,Horror
Scream 3,2000,3,USA,Horror
"Way of the Gun, The",2000,2,USA,Action
Rugrats in Paris:,2000,3,USA,Animation
Cherry Falls,2000,3,USA,Horror
Mal&egrave;na,2000,3,USA,Drama
"6th Day, The",2000,3,USA,Action
"Tigger Movie, The",2000,0,USA,Animation
Scary Movie,2000,3,USA,Comedy
Mission: Impossible II,2000,0,USA,Action
Dark Days,2000,0,USA,Documentary
Bounce,2000,2,USA,Drama
102 Dalmatians,2000,3,USA,Adventure
Tadpole,2000,2,USA,Comedy
Hanging Up,2000,3,USA,Comedy
Supernova,2000,3,USA,Horror
Dinner Rush,2000,3,USA,Crime
Space Cowboys,2000,2,USA,Action
Titanic - La leggenda continua,2000,3,USA,Animation
Pay it Foward,2000,3,USA,Drama
Dinosaur,2000,3,USA,Animation
Finding Forrester,2000,2,USA,Drama
Autumn in New York,2000,1,USA,Drama
Bless the Child,2000,2,USA,Crime
Next Friday,2000,2,USA,Comedy
How the Grinch Stole Christmas,2000,3,USA,Comedy
Traffic,2000,3,USA,Crime
Terrifier,2000,3,USA,Horror
Wonder Boys,2000,1,USA,Comedy
Men of Honor,2000,1,USA,Biography
"Family Man, The",2000,3,USA,Comedy
Alley Cats Strike,2000,3,USA,Drama
Beautiful,2000,3,USA,Comedy
"Perfect Storm, The",2000,2,USA,Action
"Me, Myself and Irene",2000,1,USA,Comedy
Operation Delta Force 5: Random Fire,2000,0,USA,Action
"Replacements, The",2000,3,USA,Comedy
Dr. T &amp; the Women,2000,3,USA,Comedy
"Contender, The",2000,2,USA,Drama
Vampire Hunter D: Bloodlust,2000,3,USA,Animation
Total Recall,1990,1,USA,Action
Back to the Future Part III,1990,1,USA,Adventure
Home Alone,1990,3,USA,Comedy
Mermaids,1990,3,USA,Comedy
Misery,1990,1,USA,Drama
Postcards from the Edge,1990,3,USA,Comedy
"Handmaid&#39;s Tale, The",1990,3,USA,Drama
Mindwalk,1990,3,USA,Drama
Ghost,1990,3,USA,Drama
Paris is Burning,1990,3,USA,Documentary
Tremors,1990,3,USA,Comedy
White Hunter Black Heart,1990,1,USA,Adventure
Pretty Woman,1990,3,USA,Comedy
Goodfellas,1990,3,USA,Biography
Darkman,1990,0,USA,Action
An Angel at My Table,1990,3,USA,Biography
"Bonfire of the Vanities, The",1990,2,USA,Comedy
Edward Scissorhands,1990,3,USA,Drama
Wild at Heart,1990,2,USA,Crime
Joe Versus the Volcano,1990,2,USA,Comedy
Flatliners,1990,3,USA,Drama
Die Hard 2,1990,3,USA,Action
"Hunt for Red October, The",1990,1,USA,Action
Happily Ever After,1990,3,USA,Animation
"Russia House, The",1990,0,USA,Drama
Dark Angel (I Come in Peace),1990,0,USA,Action
A Little Night Music,1990,3,USA,Music
"Long Walk Home, The",1990,3,USA,Drama
I love you to death,1990,3,USA,Comedy
Child&#39;s Play 2,1990,3,USA,Horror
Miller&#39;s Crossing,1990,0,USA,Crime
Air America,1990,0,USA,Action
Predator 2,1990,2,USA,Action
RoboCop 2,1990,1,USA,Action
Lord of the Flies,1990,0,USA,Adventure
Stella,1990,2,USA,Drama
"Welcome Home, Roxy Carmichael",1990,3,USA,Comedy
Jacob&#39;s Ladder,1990,1,USA,Drama
Presumed Innocent,1990,1,USA,Mystery
Alice,1990,3,USA,Comedy
Criminal Justice,1990,3,USA,Drama
Kindergarten Cop,1990,3,USA,Action
Cry-Baby,1990,3,USA,Comedy
Dances with Wolves,1990,1,USA,Adventure
Rosencrantz &amp; Guildenstern Are Dead,1990,1,USA,Comedy
Class of 1999,1990,2,USA,Action
"Rescuers Down Under, The",1990,1,USA,Animation
"Godfather: Part III, The",1990,3,USA,Crime
Metropolitan,1990,3,USA,Comedy
Navy Seals,1990,0,USA,Action
Delta Force 2: The Colombian Connection,1990,1,USA,Action
Naked Tango,1990,1,USA,Crime
Lionheart,1990,1,USA,Action
Rocky V,1990,0,USA,Drama
Hiroshima: Out of the Ashes,1990,3,USA,Drama
Gremlins 2: The New Batch,1990,2,USA,Comedy
Nightbreed,1990,3,USA,Action
Quick Change,1990,0,USA,Comedy
Blue Steel,1990,2,USA,Action
Bad Girls from Mars,1990,3,USA,Comedy
Days of Thunder,1990,2,USA,Action
"Silence of the Lambs, The",1990,3,USA,Crime
Thelma &amp; Louise,1990,3,USA,Adventure
Other People's Money,1990,3,USA,Comedy
Fried Green Tomatoes,1990,3,USA,Drama
Terminator 2: Judgement Day,1990,3,USA,Action
Shakes the Clown,1990,3,USA,Comedy
Impromptu,1990,3,USA,Biography
Hook,1990,2,USA,Adventure
White Fang,1990,1,USA,Adventure
Closet Land,1990,0,USA,Drama
Doc Hollywood,1990,1,USA,Comedy
Robin Hood: Prince of Thieves,1990,3,USA,Action
"Fisher King, The",1990,3,USA,Comedy
Toy Soldiers,1990,0,USA,Action
"Naked Gun 2 1/2: The Smell of Fear, The",1990,1,USA,Comedy
Slacker,1990,3,USA,Comedy
Barton Fink,1990,1,USA,Comedy
Daughters of the Dust,1990,3,USA,Drama
An American Tail: Fievel Goes West,1990,3,USA,Animation
Don&#39;t Tell Mom the Babysitter&#39;s Dead,1990,3,USA,Comedy
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1990,3,USA,Action
Delirious,1990,1,USA,Comedy
Night on Earth,1990,3,USA,Comedy
Motorama,1990,1,USA,Adventure
Critters 3,1990,3,USA,Comedy
"Object of Beauty, The",1990,3,USA,Comedy
Bill &amp; Ted&#39;s Bogus Journey,1990,1,USA,Adventure
What About Bob?,1990,2,USA,Comedy
Hudson Hawk,1990,3,USA,Action
Hot Shots!,1990,1,USA,Action
Star Trek VI: The Undiscovered Country,1990,2,USA,Action
"Rocketeer, The",1990,1,USA,Action
Into The Woods,1990,3,USA,Comedy
"Last Boy Scout, The",1990,3,USA,Action
Neon City,1990,3,USA,Action
Life Stinks,1990,0,USA,Comedy
Defending Your Life,1990,3,USA,Comedy
L.A. Story,1990,3,USA,Comedy
"Princess and the Goblin, The",1990,3,USA,Animation
Lethal Games,1990,3,USA,Action
Madonna: Truth or Dare,1990,3,USA,Documentary
My Girl,1990,3,USA,Comedy
Boyz n the Hood,1990,2,USA,Crime
"Linguini Incident, The",1990,3,USA,Comedy
"Five Heartbeats, The",1990,1,USA,Drama
Dick Tracy,1990,1,USA,Action
Freddy&#39;s Dead: The Final Nightmare,1990,2,USA,Fantasy
Soapdish,1990,3,USA,Comedy
"People Under the Stairs, The",1990,3,USA,Comedy
JFK,1990,3,USA,Drama
City Slickers,1990,3,USA,Comedy
Frankie and Johnny,1960,2,USA,Comedy
My Own Private Idaho,1990,1,USA,Drama
Oscar,1990,2,USA,Comedy
Cape Fear,1990,3,USA,Crime
Samurai Cop,1990,1,USA,Action
Highlander II,1990,1,USA,Action
Deathstalker IV: Match of Titans,1990,1,USA,Action
Delta Force 3: The Killing Game,1990,0,USA,Action
Kickboxer 2: The Road Back,1990,0,USA,Action
Double Impact,1990,1,USA,Action
Child&#39;s Play 3,1990,2,USA,Horror
Showdown in Little Tokyo,1990,3,USA,Action
"Commitments, The",1990,3,USA,Comedy
Eyes of an Angel,1990,0,USA,Drama
Drop Dead Fred,1990,3,USA,Comedy
New Jack City,1990,0,USA,Action
Backdraft,1990,1,USA,Action
For the Boys,1990,3,USA,Comedy
"Butcher&#39;s wife, The",1990,3,USA,Comedy
Reservoir Dogs,1990,0,USA,Crime
Alien 3,1990,0,USA,Action
Home Alone 2: Lost in New York,1990,3,USA,Adventure
Glengarry Glen Ross,1990,0,USA,Crime
A Few Good Men,1990,1,USA,Drama
A League of Their Own,1990,3,USA,Comedy
Buffy the Vampire Slayer,1990,3,USA,Action
Bob Roberts,1990,1,USA,Comedy
Batman Returns,1990,0,USA,Action
Gas Food Lodging,1990,3,USA,Drama
Sister Act,1990,3,USA,Comedy
Army of Darkness,1990,2,USA,Comedy
"Muppet Christmas Carol, The",1990,3,USA,Comedy
"Mighty Ducks, The",1990,1,USA,Comedy
FernGully: The Last Rainforest,1990,3,USA,Animation
Toys,1990,3,USA,Adventure
Death Becomes Her,1990,3,USA,Comedy
El Mariachi,1990,0,USA,Action
My Cousin Vinny,1990,1,USA,Comedy
Passion Fish,1990,3,USA,Drama
Howards End,1990,3,USA,Drama
Twin Peaks: Fire Walk With Me,1990,3,USA,Drama
Sarafina!,1990,3,USA,Drama
Leaving Normal,1990,3,USA,Comedy
Single White Female,1990,3,USA,Drama
This is My Life,1990,3,USA,Drama
Newsies,1990,1,USA,Drama
Straight Talk,1990,3,USA,Comedy
"Player, The",1990,3,USA,Comedy
Scent of a Woman,1990,1,USA,Drama
Baraka,1990,0,USA,Documentary
Malcolm X,1990,3,USA,Biography
Wayne&#39;s World,1990,1,USA,Comedy
Stop! Or My Mom Will Shoot,1990,2,USA,Action
Chaplin,1990,1,USA,Biography
"Cutting Edge, The",1990,3,USA,Comedy
Ladybugs,1990,3,USA,Comedy
Husbands and Wives,1990,3,USA,Comedy
Basic Instinct,1990,1,USA,Drama
Dracula,1930,3,USA,Drama
Hero,1990,1,USA,Comedy
Candyman,1990,3,USA,Horror
Boomerang,1990,3,USA,Comedy
"Bikini Carwash Company, The",1990,3,USA,Comedy
Sneakers,1990,1,USA,Comedy
A River Runs Through It,1990,2,USA,Drama
Singles,1990,2,USA,Comedy
Hellraiser III: Hell on Earth,1990,3,USA,Horror
Unforgiven,1990,3,USA,Drama
"Last of the Mohicans, The",1990,2,USA,Action
Tom and Jerry: The Movie,1990,3,USA,Animation
HouseSitter,1990,1,USA,Comedy
Critters 4,1990,1,USA,Horror
Leap of Faith,1990,2,USA,Comedy
Encino Man,1990,1,USA,Comedy
"Bodyguard, The",1990,2,USA,Action
Just another girl on the I.R.T,1990,1,USA,Drama
"Hand That Rocks the Cradle, The",1990,3,USA,Drama
Stay Tuned,1990,2,USA,Adventure
Passenger 57,1990,1,USA,Action
Far and Away,1990,3,USA,Adventure
Beethoven,1990,3,USA,Comedy
Jurassic Park,1990,3,USA,Action
Groundhog Day,1990,2,USA,Comedy
Demolition Man,1990,0,USA,Action
Mrs. Doubtfire,1990,3,USA,Comedy
Point of No Return/The Assassin,1990,3,USA,Action
Sleepless in Seattle,1990,2,USA,Comedy
Hocus Pocus,1990,3,USA,Comedy
Swing Kids,1990,1,USA,Drama
Manhattan Murder Mystery,1990,3,USA,Comedy
Ruby in Paradise,1990,3,USA,Drama
Dazed and Confused,1990,3,USA,Comedy
"Sandlot, The",1990,0,USA,Comedy
Robin Hood: Men in Tights,1990,3,USA,Adventure
Cool Runnings,1990,1,USA,Adventure
Boxing Helena,1990,1,USA,Drama
"Wedding Banquet, The",1990,3,USA,Comedy
Homeward Bound: The Incredible Journey,1990,1,USA,Adventure
Dave,1990,3,USA,Comedy
"Secret Garden, The",1990,3,USA,Drama
Addams Family Values,1990,3,USA,Comedy
Sister Act 2: Back in the Habit,1990,3,USA,Comedy
Undercover Blues,1990,1,USA,Comedy
Schindler&#39;s List,1990,3,USA,Biography
Death Train,1990,3,USA,Action
Even Cowgirls Get The Blues,1990,3,USA,Comedy
Fatal Instinct,1990,3,USA,Comedy
"Princess and the Cobbler, The",1990,0,USA,Animation
Once Upon a Forest,1990,3,USA,Animation
"Nightmare Before Christmas, The",1990,1,USA,Animation
"Fugitive, The",1990,2,USA,Action
"Joy Luck Club, The",1990,3,USA,Drama
"Age of Innocence, The",1990,3,USA,Drama
Heart and Souls,1990,2,USA,Comedy
Pieces of April,1990,3,USA,Comedy
Tombstone,1990,3,USA,Biography
Searching for Bobby Fischer,1990,0,USA,Biography
Cliffhanger,1990,1,USA,Action
Untamed Heart,1990,3,USA,Drama
"Beverly Hillbillies, The",1990,3,USA,Comedy
Gypsy,1960,3,USA,Biography
"Remains of the Day, The",1990,1,USA,Drama
Cannibal! The Musical,1990,0,USA,Comedy
Super Mario Bros.,1990,3,USA,Adventure
Telling Secrets,1990,3,USA,Crime
Coneheads,1990,3,USA,Comedy
Batman: Mask of the Phantasm,1990,0,USA,Animation
Gettysburg,1990,0,USA,Drama
Indian Summer,1990,3,USA,Comedy
Dragon: The Bruce Lee Story,1990,3,USA,Action
RoboCop 3,1990,3,USA,Action
Body of Evidence,1990,3,USA,Drama
Heidi,1990,3,USA,Drama
Short Cuts,1990,3,USA,Comedy
Body Snatchers,1990,3,USA,Horror
Rising Sun,1990,1,USA,Action
"Firm, The",1990,3,USA,Drama
"Blood In, Blood Out",1990,0,USA,Crime
Philadelphia,1990,2,USA,Drama
Sliver,1990,3,USA,Drama
Hot Shots! Part Deux,1990,3,USA,Action
True Romance,1990,1,USA,Crime
What&#39;s Eating Gilbert Grape,1990,3,USA,Drama
Matinee,1990,1,USA,Comedy
Arctic Blue,1990,1,USA,Action
Body Bags,1990,1,USA,Comedy
"Pelican Brief, The",1990,3,USA,Crime
"Making of &#39;...And God Spoke&#39;, The",1990,1,USA,Comedy
In the Name of the Father,1990,2,USA,Biography
What&#39;s Love Got to Do with It,1990,3,USA,Biography
A perfect world,1990,1,USA,Crime
Benny &amp; Joon,1990,1,USA,Comedy
Indecent Proposal,1990,0,USA,Drama
In the Line of Fire,1990,1,USA,Action
La casa de los esp&iacute;ritus,1990,3,USA,Drama
Poetic Justice,1990,3,USA,Drama
"Man Without a Face, The",1990,1,USA,Drama
Mi vida loca,1990,3,USA,Crime
Heaven &amp; Earth,1990,2,USA,Action
Six Degrees of Separation,1990,3,USA,Comedy
Much Ado About Nothing,1990,1,USA,Comedy
Fear of a Black hat,1990,1,USA,Comedy
"I Killed My Lesbian Wife, Hung Her on a Meathook, and Now I Have a Three Picture Deal at Disney",1990,3,USA,Short
Last Action Hero,1990,1,USA,Action
Hard Target,1990,1,USA,Action
Leprechaun,1990,1,USA,Comedy
Guilty as sin,1990,2,USA,Crime
Free Willy,1990,1,USA,Adventure
So I Married an Axe Murderer,1990,3,USA,Comedy
Grumpy Old Men,1990,1,USA,Comedy
Teenage Mutant Ninja Turtles III,1990,2,USA,Action
A Bronx tale,1990,1,USA,Crime
Falling Down,1990,1,USA,Action
Pulp Fiction,1990,3,USA,Crime
Interview with the Vampire,1990,1,USA,Drama
"Shawshank Redemption, The",1990,0,USA,Drama
Speed,1990,3,USA,Action
Ace Ventura: Pet Detective,1990,2,USA,Comedy
Clerks.,1990,1,USA,Comedy
"Stand, The",1990,3,USA,Adventure
Drop Zone,1990,2,USA,Action
Timecop,1990,1,USA,Action
Forrest Gump,1990,1,USA,Drama
Reality Bites,1990,3,USA,Comedy
Dumb &amp; Dumber,1990,2,USA,Comedy
Stargate,1990,1,USA,Action
"Santa Clause, The",1990,1,USA,Comedy
"Pagemaster, The",1990,1,USA,Animation
Angels in the Outfield,1990,1,USA,Comedy
True Lies,1990,3,USA,Action
"Client, The",1990,3,USA,Crime
Amateur,1990,3,USA,Comedy
"Professional, The",1990,3,USA,Action
Bad Girls,1990,3,USA,Action
Go Fish,1990,3,USA,Comedy
Naked Gun 33 1/3: The Final Insult,1990,2,USA,Comedy
Beverly Hills Cop III,1990,0,USA,Action
Police Academy: Mission to Moscow,1990,1,USA,Comedy
Ed Wood,1990,3,USA,Biography
Eat Drink Man Woman,1990,3,USA,Comedy
Crooklyn,1990,3,USA,Comedy
"Shadow, The",1990,0,USA,Action
Blue Sky,1990,3,USA,Drama
Trading Mom,1990,3,USA,Comedy
"Hudsucker Proxy, The",1990,1,USA,Comedy
"Last Seduction, The",1990,1,USA,Crime
"Fantastic Four, The",1990,1,USA,Action
I Like It Like That,1990,3,USA,Comedy
No Escape,1990,0,USA,Action
Oleanna,1990,0,USA,Drama
Street Fighter,1990,3,USA,Action
"Specialist, The",1990,1,USA,Action
"Crow, The",1990,3,USA,Action
"Corrina, Corrina",1990,3,USA,Comedy
"Swan Princess, The",1990,1,USA,Animation
"Road to Wellville, The",1990,3,USA,Comedy
It&#39;s Pat,1990,3,USA,Comedy
Star Trek Generations,1990,3,USA,Action
Birds 2: Land&#39;s End,1990,3,USA,Horror
"Mask, The",1990,1,USA,Action
Felidae,1990,1,USA,Animation
Legends of the Fall,1990,3,USA,Drama
Brainscan,1990,1,USA,Horror
Quiz Show,1990,2,USA,Biography
Color of Night,1990,3,USA,Drama
In the Mouth of Madness,1990,1,USA,Drama
A.P.E.X.,1990,1,USA,Action
Airheads,1990,1,USA,Comedy
Natural Born Killers,1990,3,USA,Action
"Flintstones, The",1990,3,USA,Comedy
"Little Rascals, The",1990,2,USA,Comedy
New Nightmare,1990,3,USA,Fantasy
Serial Mom,1990,3,USA,Comedy
Black Beauty,1990,3,USA,Adventure
D2: The Mighty Ducks,1990,1,USA,Comedy
Death and the Maiden,1990,0,USA,Drama
I.Q.,1990,0,USA,Comedy
Don&#39;t Drink the Water,1990,1,USA,Comedy
It Could Happen to You,1990,1,USA,Comedy
Lakota Woman: Siege at Wounded Knee,1990,3,USA,Drama
Runaway Daughters,1990,3,USA,Drama
"Secret of Roan Inish, The",1990,3,USA,Drama
Jenny&#39;s Wedding,1990,3,USA,Comedy
Miracle on 34th Street,1940,3,USA,Comedy
Clear and Present Danger,1990,0,USA,Action
"Next Karate Kid, The",1990,3,USA,Action
Men of War,1990,1,USA,Action
Pentathlon,1990,0,USA,Action
