filme,decada,score,nacionalidade,genero
These Three,1930,2,USA,Drama
Dracula&#39;s Daughter,1930,3,USA,Drama
Shall We Dance,1930,1,USA,Comedy
Stage Door,1930,3,USA,Comedy
Stella Dallas,1930,3,USA,Drama
Conquest,1930,2,USA,Drama
Topper,1930,2,USA,Comedy
Lost Horizon,1930,2,USA,Adventure
"Prisoner of Zenda, The",1930,1,USA,Adventure
Parnell,1930,2,USA,Biography
Snow White and the Seven Dwarfs,1930,3,USA,Animation
A Day at the Races,1930,2,USA,Comedy
Nothing Sacred,1930,0,USA,Comedy
Make Way for Tomorrow,1930,3,USA,Drama
"Awful Truth, The",1930,3,USA,Comedy
Marked Woman,1930,3,USA,Crime
"Life of Emile Zola, The",1930,1,USA,Biography
Wee Willie Winkie,1930,3,USA,Adventure
Captains Courageous,1930,0,USA,Adventure
Carefree,1930,2,USA,Comedy
Holiday,1930,3,USA,Comedy
"Dawn Patrol, The",1930,0,USA,Drama
Jezebel,1930,2,USA,Drama
"Sisters, The",1930,2,USA,Drama
Boys Town,1930,0,USA,Biography
"Mr. Wong, Detective",1930,1,USA,Adventure
"Adventures of Robin Hood, The",1930,2,USA,Action
Bluebeard&#39;s Eighth Wife,1930,2,USA,Comedy
Bringing Up Baby,1930,3,USA,Comedy
Four Daughters,1930,3,USA,Drama
"Mad Miss Manton, The",1930,3,USA,Comedy
Angels with Dirty Faces,1930,1,USA,Crime
"Wizard of Oz, The",1930,3,USA,Adventure
Gone with the Wind,1930,3,USA,Drama
Dodge City,1930,2,USA,Western
"Women, The",1930,3,USA,Comedy
Stagecoach,1930,3,USA,Adventure
Wuthering Heights,1930,2,USA,Drama
"Goodbye, Mr. Chips",1930,2,USA,Drama
Ninotchka,1930,3,USA,Comedy
Juarez,1930,2,USA,Biography
Dark Victory,1930,3,USA,Drama
Essex and Elizabeth,1930,2,USA,Biography
Young Mr. Lincoln,1930,2,USA,Biography
Jesse James,1930,2,USA,Western
Drums Along the Mohawk,1930,2,USA,Drama
"Story of Alexander Graham Bell, The",1930,2,USA,Biography
"Flying Deuces, The",1930,0,USA,Comedy
At the Circus,1930,2,USA,Comedy
"Gorilla, The",1930,3,USA,Comedy
Mr. Wong in Chinatown,1930,1,USA,Adventure
Of Mice and Men,1930,1,USA,Adventure
Babes in Arms,1930,3,USA,Comedy
Destry Rides Again,1930,3,USA,Comedy
Nancy Drew... Reporter,1930,3,USA,Comedy
"Adventures of Sherlock Holmes, The",1930,3,USA,Crime
Mr. Smith Goes to Washington,1930,2,USA,Comedy
Gulliver&#39;s Travels,1930,0,USA,Animation
Love Affair,1930,3,USA,Comedy
Gunga Din,1930,0,USA,Adventure
Only Angels Have Wings,1930,2,USA,Adventure
Rebecca,1940,3,USA,Drama
"Thief of Bagdad, The",1940,0,USA,Adventure
"Mortal Storm, The",1940,3,USA,Drama
Comrade X,1940,2,USA,Comedy
Boom Town,1940,1,USA,Drama
Strange Cargo,1940,0,USA,Adventure
"Return of Frank James, The",1940,0,USA,Drama
"All This, and Heaven Too",1940,2,USA,Drama
"Letter, The",1940,2,USA,Crime
"Grapes of Wrath, The",1940,3,USA,Drama
A Chump at Oxford,1940,0,USA,Comedy
"Ape, The",1940,3,USA,Horror
Santa Fe Trail,1940,1,USA,Drama
His Girl Friday,1940,3,USA,Comedy
"Sea Hawk, The",1940,3,USA,Action
"Great Dictator, The",1940,3,USA,Comedy
Primrose Path,1940,3,USA,Drama
"Dance, Girl, Dance",1940,3,USA,Comedy
"Philadelphia Story, The",1940,3,USA,Comedy
Fantasia,1940,0,USA,Animation
Anne Of Windy Poplars,1940,3,USA,Drama
"Last Alarm, The",1940,3,USA,Action
Foreign Correspondent,1940,1,USA,Action
"Shop Around the Corner, The",1940,3,USA,Comedy
Knute Rockne All American,1940,1,USA,Biography
Two-Faced Woman,1940,2,USA,Comedy
"Shanghai Gesture, The",1940,3,USA,Crime
"Maltese Falcon, The",1940,1,USA,Crime
Citizen Kane,1940,1,USA,Drama
Dumbo,1940,2,USA,Animation
"Little Foxes, The",1940,2,USA,Drama
"Lady Eve, The",1940,2,USA,Comedy
"Devil and Miss Jones, The",1940,3,USA,Comedy
Mr. Bug Goes to Town,1940,1,USA,Animation
High Sierra,1940,1,USA,Action
"Wolf Man, The",1940,2,USA,Horror
Cheers for Miss Bishop,1940,3,USA,Drama
Men of Boys Town,1940,1,USA,Drama
Buck Privates,1940,3,USA,Comedy
Hold That Ghost,1940,3,USA,Comedy
Meet John Doe,1940,3,USA,Comedy
Sullivan&#39;s Travels,1940,3,USA,Adventure
Murder by Invitation,1940,3,USA,Comedy
Ladies In Retirement,1940,1,USA,Crime
Suspicion,1940,3,USA,Film-Noir
Sun valley serenade,1940,0,USA,Comedy
How Green Was My Valley,1940,3,USA,Drama
"Reluctant Dragon, The",1940,3,USA,Animation
King of the Zombies,1940,3,USA,Adventure
Ball of Fire,1940,2,USA,Comedy
"Major and the Minor, The",1940,3,USA,Comedy
"Now, Voyager",1940,3,USA,Drama
Casablanca,1940,1,USA,Drama
"Magnificent Ambersons, The",1940,2,USA,Drama
Bambi,1940,1,USA,Animation
Son of Fury: The Story of Benjamin Blake,1940,1,USA,Drama
For Me and My Gal,1940,3,USA,Musical
I Married an Angel,1940,3,USA,Comedy
Black Dragons,1940,0,USA,Thriller
Tales of Manhattan,1940,2,USA,Comedy
"Man Who Came to Dinner, The",1940,3,USA,Comedy
Woman of the Year,1940,3,USA,Comedy
To Be or Not to Be,1940,0,USA,Comedy
Sherlock Holmes and the Secret Weapon,1940,1,USA,Adventure
Saboteur,1940,1,USA,Thriller
Mrs. Miniver,1940,3,USA,Drama
Saludos Amigos,1940,0,USA,Animation
"Corpse Vanishes, The",1940,1,USA,Horror
"Gay Sisters, The",1940,3,USA,Drama
Old Acquaintance,1940,3,USA,Drama
Watch on the Rhine,1940,3,USA,Drama
Girl Crazy,1940,1,USA,Comedy
I Walked with a Zombie,1940,3,USA,Drama
"Sky&#39;s the Limit, The",1940,1,USA,Comedy
Sahara,1940,0,USA,Action
Guadalcanal Diary,1940,0,USA,Drama
Tender Comrade,1940,3,USA,Drama
Shadow of a Doubt,1940,3,USA,Film-Noir
Cry &#39;Havoc&#39;,1940,3,USA,Drama
"Ox-Bow Incident, The",1940,1,USA,Drama
So Proudly We Hail!,1940,3,USA,Drama
"More the Merrier, The",1940,1,USA,Comedy
"Seventh Victim, The",1940,3,USA,Drama
China,1940,3,USA,Drama
Heaven Can Wait,1940,3,USA,Comedy
Arsenic and Old Lace,1940,3,USA,Comedy
Double Indemnity,1940,3,USA,Crime
Mr. Skeffington,1940,2,USA,Drama
Meet Me in St. Louis,1940,3,USA,Comedy
Hail the Conquering Hero,1940,2,USA,Comedy
Window in the Window,1940,1,USA,Crime
Laura,1940,3,USA,Drama
Cover Girl,1940,3,USA,Comedy
Since You Went Away,1940,3,USA,Drama
To Have and Have Not,1940,3,USA,Adventure
I&#39;ll Be Seeing You,1940,3,USA,Drama
National Velvet,1940,3,USA,Drama
Lifeboat,1940,3,USA,Drama
"Three Caballeros, The",1940,0,USA,Animation
Minstrel Man,1940,1,USA,Musical
"Uninvited, The",1940,3,USA,Fantasy
Mildred Pierce,1940,3,USA,Crime
Along Came Jones,1940,0,USA,Comedy
Isle of the Dead,1940,3,USA,Drama
"Enchanted Cottage, The",1940,3,USA,Drama
"Objective, Burma!",1940,0,USA,Action
"Lost Weekend, The",1940,2,USA,Drama
Detour,1940,1,USA,Crime
Spellbound,1940,3,USA,Film-Noir
Scarlet Street,1940,3,USA,Crime
Keep Your Powder Dry,1940,3,USA,Drama
"Woman in Green, The",1940,3,USA,Crime
Anchors Aweigh,1940,0,USA,Comedy
Thin Man Goes Home,1940,2,USA,Comedy
"Red Dragon, The",1940,1,USA,Mystery
Leave Her to Heaven,1940,3,USA,Drama
"Corn Is Green, The",1940,3,USA,Drama
"Bells of St Mary&#39;s, The",1940,3,USA,Drama
Notorious,1940,2,USA,Drama
"Harvey Girls, The",1940,3,USA,Comedy
"Big Sleep, The",1940,1,USA,Crime
"Postman Always Rings Twice, The",1940,1,USA,Crime
Deception,1940,0,USA,Drama
Devotion,1940,3,USA,Biography
Two Sisters from Boston,1940,3,USA,Comedy
It&#39;s a Wonderful Life,1940,3,USA,Drama
"Jolson Story, The",1940,1,USA,Biography
Gilda,1940,0,USA,Drama
"Strange Woman, The",1940,3,USA,Drama
My Darling Clementine,1940,1,USA,Drama
"Best Years of Our Lives, The",1940,2,USA,Drama
Dressed to Kill,1940,3,USA,Crime
Duel in the sun,1940,2,USA,Drama
"Chase, The",1940,1,USA,Crime
Song of the South,1940,2,USA,Animation
Terror by Night,1940,1,USA,Crime
"Dark Corner, The",1940,1,USA,Crime
"Stranger, The",1940,3,USA,Crime
Make Mine Music,1940,1,USA,Animation
She-Wolf of London,1940,3,USA,Crime
"Exile, The",1940,1,USA,Adventure
Good News,1940,2,USA,Comedy
"Shocking Miss Pilgrim, The",1940,3,USA,Comedy
"Egg and I, The",1940,3,USA,Comedy
"Paradine Case, The",1940,2,USA,Crime
"Ghost and Mrs. Muir, The",1940,3,USA,Comedy
Gunfighters,1940,2,USA,Western
Crossfire,1940,2,USA,Crime
Calendar Girl,1940,2,USA,Musical
Build My Gallows High,1940,2,USA,Crime
Fun &amp; Fancy Free,1940,1,USA,Animation
Body and Soul,1940,3,USA,Drama
Dishonored Lady,1940,3,USA,Crime
"Unfinished Dance, The",1940,3,USA,Comedy
"Lady from Shanghai, The",1940,0,USA,Crime
Gentleman&#39;s Agreement,1940,1,USA,Drama
"Voice of the Turtle, The",1940,3,USA,Comedy
Dark Passage,1940,2,USA,Film-Noir
Monsieur Verdoux,1940,3,USA,Comedy
Red River,1940,0,USA,Drama
Enchantment,1940,3,USA,Drama
Command Decision,1940,0,USA,Action
Rudolph the Red-Nosed Reindeer,1940,0,USA,Animation
Easter Parade,1940,3,USA,Musical
Rope,1940,0,USA,Crime
"Snake Pit, The",1940,3,USA,Drama
Casbah,1940,1,USA,Crime
"Fuller Brush Man, The",1940,1,USA,Action
Mr. Blandings Builds His Dream House,1940,3,USA,Comedy
"Treasure of the Sierra Madre, The",1940,0,USA,Adventure
I Remember Mama,1940,3,USA,Drama
Act of Violence,1940,2,USA,Drama
Call Northside 777,1940,1,USA,Drama
Joan of Arc,1940,3,USA,Biography
Melody Time,1940,1,USA,Animation
Abbott and Costello Meet Frankenstein,1940,3,USA,Comedy
"Naked City, The",1940,1,USA,Crime
Key Largo,1940,3,USA,Action
"Third Man, The",1940,0,USA,Film-Noir
"Barkleys of Broadway, The",1940,3,USA,Comedy
On the Town,1940,3,USA,Comedy
Adam&#39;s Rib,1940,3,USA,Comedy
Pinky,1940,3,USA,Drama
Caught,1940,3,USA,Crime
"Set-Up, The",1940,0,USA,Crime
Mighty Joe Young,1940,0,USA,Adventure
"Man on the Eiffel Tower, The",1940,2,USA,Mystery
A Letter to Three Wives,1940,3,USA,Comedy
"Fountainhead, The",1940,1,USA,Drama
"Heiress, The",1940,3,USA,Drama
I Was a Male War Bride,1940,2,USA,Comedy
"Adventures of Ichabod and Mr. Toad, The",1940,0,USA,Animation
All the King&#39;s Men,1940,1,USA,Drama
Tarzan&#39;s Magic Fountain,1940,0,USA,Action
Flamingo Road,1940,3,USA,Drama
Come to the Stable,1940,3,USA,Comedy
All About Eve,1950,3,USA,Drama
Sunset Blvd.,1950,3,USA,Drama
Summer Stock,1950,3,USA,Musical
"Asphalt Jungle, The",1950,1,USA,Crime
Harvey,1950,2,USA,Comedy
Born Yesterday,1950,3,USA,Comedy
"Flying Saucer, The",1950,1,USA,Sci-Fi
In a Lonely Place,1950,2,USA,Drama
D.O.A.,1950,1,USA,Crime
Three Secrets,1950,3,USA,Crime
Tarzan and the Slave Girl,1950,0,USA,Action
Caged,1950,3,USA,Crime
Panic in the Streets,1950,0,USA,Crime
Gun Crazy,1950,3,USA,Crime
Winchester &#39;73,1950,1,USA,Action
Ace In The Hole,1950,2,USA,Drama
Strangers on a Train,1950,2,USA,Crime
"African Queen, The",1950,0,USA,Adventure
"Day the Earth Stood Still, The",1950,3,USA,Drama
A Streetcar Named Desire,1950,3,USA,Drama
Show Boat,1950,3,USA,Drama
An American in Paris,1950,1,USA,Drama
"Thing from Another World, The",1950,1,USA,Horror
Take Care of My Little Girl,1950,3,USA,Drama
Quo Vadis,1950,3,USA,Biography
Cause for Alarm!,1950,3,USA,Crime
Westward the Women,1950,3,USA,Adventure
Tarzan&#39;s Peril,1950,1,USA,Adventure
Singin&#39; in the Rain,1950,3,USA,Comedy
"Big Sky, The",1950,0,USA,Adventure
Lovely to Look at,1950,3,USA,Comedy
High Noon,1950,2,USA,Drama
"Quiet Man, The",1950,1,USA,Comedy
Clash by Night,1950,3,USA,Drama
Limelight,1950,1,USA,Drama
"Snows of Kilimanjaro, The",1950,1,USA,Adventure
"Bad and the Beautiful, The",1950,2,USA,Drama
"Greatest Show on Earth, The",1950,2,USA,Drama
Tarzan&#39;s Savage Fury,1950,0,USA,Action
"Story of Robin Hood and His Merrie Men, The",1950,3,USA,Action
Ivanhoe,1950,2,USA,Adventure
Julius Caesar,1950,1,USA,Drama
Roman holiday,1950,3,USA,Comedy
Mogambo,1950,2,USA,Adventure
"Band Wagon, The",1950,1,USA,Comedy
Stalag 17,1950,0,USA,Comedy
"War of the Worlds, The",1950,1,USA,Action
Calamity Jane,1950,3,USA,Musical
Gentlemen Prefer Blondes,1950,3,USA,Comedy
Miss Sadie Thompson,1950,3,USA,Drama
Salome,1950,3,USA,Drama
Shane,1950,1,USA,Drama
Mesa of Lost Women,1950,1,USA,Horror
From Here to Eternity,1950,3,USA,Drama
"Hitch-Hiker, The",1950,0,USA,Crime
I Confess,1950,1,USA,Crime
"Big Heat, The",1950,3,USA,Crime
How to Marry a Millionaire,1950,3,USA,Comedy
Fear and Desire,1950,0,USA,Drama
Pickup on South Street,1950,3,USA,Crime
Glen or Glenda,1950,0,USA,Drama
"Wild One, The",1950,1,USA,Crime
"Beast from 20,000 Fathoms, The",1950,1,USA,Horror
"5,000 Fingers of Dr. T., The",1950,0,USA,Family
It Came from Outer Space,1950,2,USA,Horror
Tarzan and the She-Devil,1950,1,USA,Action
Cat Women of the Moon,1950,3,USA,Adventure
"Naked Spur, The",1950,0,USA,Drama
Phffft,1950,2,USA,Comedy
Seven Brides for Seven Brothers,1950,3,USA,Musical
White Christmas,1950,3,USA,Comedy
Johnny Guitar,1950,2,USA,Drama
On the Waterfront,1950,0,USA,Crime
20000 Leagues Under the Sea,1950,0,USA,Adventure
Rear Window,1950,3,USA,Mystery
Them!,1950,1,USA,Horror
Knock on Wood,1950,1,USA,Comedy
Dial M for Murder,1950,0,USA,Crime
Executive Suite,1950,2,USA,Drama
"Glenn Miller Story, The",1950,2,USA,Biography
Three Coins in the Fountain,1950,3,USA,Drama
Creature from the Black Lagoon,1950,0,USA,Horror
Salt of the Earth,1950,3,USA,Drama
Animal Farm,1950,0,USA,Animation
Carmen Jones,1950,3,USA,Drama
Jail Bait,1950,3,USA,Crime
"Caine Mutiny, The",1950,1,USA,Drama
Silver Lode,1950,2,USA,Western
To Catch a Thief,1950,3,USA,Mystery
"Night of the Hunter, The",1950,3,USA,Crime
Lady and the Tramp,1950,2,USA,Animation
Daddy Long Legs,1950,3,USA,Musical
Guys and Dolls,1950,3,USA,Comedy
Rebel Without a Cause,1950,1,USA,Drama
"Big Combo, The",1950,2,USA,Crime
We&#39;re No Angels,1950,3,USA,Comedy
Bride of the Monster,1950,3,USA,Horror
Tarantula,1950,0,USA,Horror
Marty,1950,3,USA,Drama
Oklahoma!,1950,3,USA,Comedy
"Seven Year Itch, The",1950,1,USA,Comedy
Killer&#39;s Kiss,1950,1,USA,Crime
This Island Earth,1950,0,USA,Horror
"Glass Slipper, The",1950,3,USA,Family
My Sister Eileen,1950,3,USA,Comedy
"Trouble with Harry, The",1950,2,USA,Comedy
"Prodigal, The",1950,3,USA,Drama
Not as a Stranger,1950,2,USA,Drama
All That Heaven Allows,1950,3,USA,Drama
Bad Day at Black Rock,1950,0,USA,Crime
"Man from Laramie, The",1950,2,USA,Drama
"Searchers, The",1950,3,USA,Adventure
"Bad Seed, The",1950,3,USA,Drama
"King and I, The",1950,2,USA,Biography
"Wrong Man, The",1950,1,USA,Drama
Forbidden Planet,1950,0,USA,Adventure
Gunslinger,1950,3,USA,Western
Invasion of the Body Snatchers,1950,3,USA,Drama
"Court Jester, The",1950,2,USA,Adventure
War and Peace,1950,3,USA,Drama
Bigger Than Life,1950,0,USA,Drama
"Ten Commandments, The",1950,2,USA,Adventure
Around the World in Eighty Days,1950,0,USA,Adventure
"Proud and Profane, The",1950,3,USA,Drama
Indestructible Man,1950,1,USA,Crime
Bus Stop,1950,3,USA,Comedy
"Killing, The",1950,1,USA,Crime
"Man Who Never Was, The",1950,3,USA,Drama
High Society,1950,3,USA,Comedy
"Man Who Knew Too Much, The",1950,2,USA,Drama
"Unguarded Moment, The",1950,1,USA,Crime
Autumn Leaves,1950,3,USA,Drama
Baby Doll,1950,3,USA,Comedy
Love Me Tender,1950,2,USA,Drama
It Conquered the World,1950,3,USA,Horror
7 Men from Now,1950,1,USA,Western
Giant,1950,3,USA,Drama
12 Angry Men,1950,0,USA,Crime
"True Story of Jesse James, The",1950,2,USA,Biography
Desk Set,1950,3,USA,Comedy
"Incredible Shrinking Man, The",1950,0,USA,Horror
Paths of Glory,1950,0,USA,Drama
Old Yeller,1950,1,USA,Adventure
Three Faces of Eve,1950,0,USA,Drama
Funny Face,1950,3,USA,Comedy
"Enemy Below, The",1950,0,USA,Action
Sweet Smell of Success,1950,1,USA,Drama
Fire Down Below,1950,0,USA,Adventure
"Heaven Knows, Mr. Allison",1950,0,USA,Adventure
Sayonara,1950,2,USA,Drama
Tammy and the Bachelor,1950,3,USA,Comedy
"Bridge on the River Kwai, The",1950,1,USA,Adventure
"Prince and the Showgirl, The",1950,3,USA,Comedy
An Affair to Remember,1950,2,USA,Drama
A Face in the Crowd,1950,1,USA,Drama
Sorority Girl,1950,3,USA,Drama
Witness for the Prosecution,1950,1,USA,Crime
Kiss Them for Me,1950,2,USA,Comedy
Forty Guns,1950,2,USA,Western
Island in the Sun,1950,3,USA,Drama
Kronos,1950,0,USA,Action
"Guns of Fort Petticoat, The",1950,2,USA,Action
Vertigo,1950,1,USA,Mystery
"Vikings, The",1950,2,USA,Action
Run Silent Run Deep,1950,0,USA,Action
Teacher&#39;s Pet,1950,1,USA,Comedy
"Wild Women of Wongo, The",1950,3,USA,Adventure
"Screaming Skull, The",1950,2,USA,Horror
Touch of Evil,1950,1,USA,Crime
Gigi,1950,2,USA,Comedy
Auntie Mame,1950,3,USA,Comedy
Separate Tables,1950,3,USA,Drama
South Pacific,1950,3,USA,Musical
I Bury the Living,1950,1,USA,Horror
"Inn of the Sixth Happiness, The",1950,3,USA,Biography
Cat on a Hot Tin Roof,1950,3,USA,Drama
It! The Terror from Beyond Space,1950,1,USA,Horror
I Want To Live!,1950,3,USA,Biography
Marjorie Morningstar,1950,3,USA,Drama
Some Came Running,1950,2,USA,Drama
King Creole,1950,1,USA,Crime
Catherine Called Birdy,2020,3,USA,Adventure
Terrifier 2,2020,3,USA,Horror
Crush,2020,1,USA,Comedy
Tar,2020,3,USA,Drama
Me Time,2020,1,USA,Comedy
My Policeman,2020,2,USA,Drama
Enola Holmes 2,2020,3,USA,Action
Fire Island,2020,3,USA,Comedy
"Man From Toronto, The",2020,2,USA,Action
Black Panther: Wakanda Forever,2020,3,USA,Action
Code Name Banshee,2020,3,USA,Action
Weird: The Al Yankovic Story,2020,1,USA,Biography
"Banshees of Inisherin, The",2020,3,USA,Comedy
Disenchanted,2020,3,USA,Animation
"Good Nurse, The",2020,3,USA,Biography
Night at the Museum: Kahmunrah Rises Again,2020,3,USA,Animation
Avatar: The Way Of Water,2020,3,USA,Action
Where the Crawdads Sing,2020,3,USA,Drama
Brahmastra Part One Shiva,2020,1,USA,Action
Glass Onion: A Knives Out Mystery,2020,3,USA,Comedy
"Nanny, The",2020,3,USA,Drama
"Unbearable Weight of Massive Talent, The",2020,3,USA,Action
Bones and All,2020,3,USA,Drama
A Man Called  Otto,2020,2,USA,Comedy
Matilda the Musical,2020,3,USA,Comedy
Guillermo del Toro&#39;s Pinocchio,2020,1,USA,Animation
Puss in Boots: The Last Wish,2020,3,USA,Animation
the wonder,2020,3,USA,Drama
Gone in the Night,2020,2,USA,Mystery
the swimmers,2020,3,USA,Biography
Babylon,2020,3,USA,Comedy
Blade of the 47 Ronin,2020,3,USA,Action
Hellbender,2020,3,USA,Horror
"Whale, The",2020,2,USA,Drama
"Confess, Fletch",2020,3,USA,Comedy
Women Talking,2020,3,USA,Drama
Fall,2020,3,USA,Action
M3GAN,2020,3,USA,Horror
She Said,2020,2,USA,Drama
"School for Good and Evil, The",2020,3,USA,Action
Rise of the Teenage Mutant Ninja Turtles: The Movie,2020,3,USA,Animation
Skinamarink,2020,0,USA,Horror
"Lyle, Lyle Crocodile",2020,1,USA,Adventure
"Fabelmans, The",2020,2,USA,Drama
Halloween Ends,2020,3,USA,Drama
Sharp Stick,2020,3,USA,Comedy
Violent Night,2020,3,USA,Action
In with the Devil: WhatsHerName,2020,0,USA,Biography
In with the Devil: Hand to Mouth,2020,0,USA,Biography
In with the Devil: Pilot,2020,1,USA,Biography
Luck,2020,3,USA,Animation
Last Seen Alive,2020,1,USA,Action
Double Down South,2020,3,USA,Drama
Hundreds of Beavers,2020,0,USA,Action
Message and the Messenger,2020,3,USA,Drama
Spider-Man: Across the Spider-Verse,2020,3,USA,Animation
Renaissance: A Film by Beyonc&eacute;,2020,3,USA,Documentary
Reflect,2020,3,USA,Comedy
"Holdovers, The",2020,2,USA,Comedy
Ant-Man and the Wasp: Quantumania,2020,3,USA,Action
Infinity Pool,2020,2,USA,Crime
Cocaine Bear,2020,3,USA,Comedy
65,2020,2,USA,Action
SCREAM VI,2020,3,USA,Horror
I Hate You to Death,2020,3,USA,Thriller
Creed 3,2020,3,USA,Action
Dungeons &amp; Dragons: Honour Among Thieves,2020,3,USA,Action
"Super Mario Bros. Movie, The",2020,1,USA,Animation
Air,2020,0,USA,Drama
Chupa,2020,0,USA,Action
Evil Dead Rise,2020,3,USA,Horror
Tetris,2020,3,USA,Biography
Are You There God? It&#39;s Me Margaret,2020,3,USA,Comedy
Fast X,2020,3,USA,Action
Barbie,2020,3,USA,Adventure
Indiana Jones and the Dial of Destiny,2020,1,USA,Action
Nimona,2020,3,USA,Animation
Reality,2020,0,USA,Drama
No Hard Feelings,2020,3,USA,Comedy
Mission: Impossible - Dead Reckoning Part 1,2020,3,USA,Action
Oppenheimer,2020,2,USA,Biography
Ghosted,2020,2,USA,Action
"Perfect Find, The",2020,3,USA,Comedy
Asteroid City,2020,3,USA,Comedy
Guardians of the Galaxy Vol. 3,2020,3,USA,Action
Jules,2020,3,USA,Comedy
Renfield,2020,3,USA,Action
Happiness for Beginners,2020,3,USA,Comedy
Champions,2020,0,USA,Comedy
Heart of Stone,2020,3,USA,Action
Blue Beetle,2020,3,USA,Action
"Priest&#39;s Exorcist, The",2020,3,USA,Horror
Beau is Afraid,2020,2,USA,Comedy
Bottoms,2020,3,USA,Comedy
Winnie-the-Pooh: Blood and Honey,2020,3,USA,Horror
Haunted Mansion,2020,3,USA,Comedy
Slotherhouse,2020,3,USA,Comedy
Theater Camp,2020,3,USA,Comedy
Saw X,2020,3,USA,Horror
Spy Kids: Armageddon,2020,3,USA,Action
It Lives Inside,2020,3,USA,Drama
"Creator, The",2020,3,USA,Action
Christmas with Jerks,2020,3,USA,Comedy
"Iron Claw, The",2020,3,USA,Biography
Past Lives,2020,3,USA,Drama
Reptile,2020,2,USA,Crime
Chicken Run: Dawn of the Nugget,2020,3,USA,Animation
Scott Pilgrim Takes Off,2020,3,USA,Animation
Elemental,2020,3,USA,Animation
Wonka,2020,3,USA,Adventure
May December,2020,3,USA,Drama
PAW Patrol: The Mighty Movie,2020,3,USA,Animation
My Christmas Hero,2020,2,USA,Drama
Nyad,2020,3,USA,Biography
Five Nights at Freddy&#39;s,2020,2,USA,Horror
Quiz Lady,2020,3,USA,Comedy
Killers of the Flower Moon,2020,1,USA,Crime
Resident Evil: Death Island,2020,3,USA,Animation
"Hunger Games: The Ballad of Songbirds &amp; Snakes, The",2020,3,USA,Action
"Marvels, The",2020,3,USA,Action
"Royal Hotel, The",2020,3,USA,Thriller
"Book of Clarence , The",2020,1,USA,Adventure
"Boys in the Boat, The",2020,1,USA,Biography
Poor Things,2020,3,USA,Comedy
Trolls Band Together,2020,3,USA,Animation
"Zone of Interest, The",2020,3,USA,Drama
Gran Turismo,2020,1,USA,Action
Insidious: The Red Door,2020,2,USA,Horror
Flamin&#146; Hot,2020,1,USA,Biography
All of us strangers,2020,0,USA,Drama
Saltburn,2020,3,USA,Drama
Our Drawings,2020,3,USA,Animation
Anyone but you,2020,3,USA,Comedy
"Equalizer 3, The",2020,1,USA,Action
Wicked Little Letters,2020,3,USA,Comedy
Hypnotic,2020,3,USA,Action
"Bricklayer, The",2020,3,USA,Action
Landscape with Invisible Hand,2020,3,USA,Comedy
Aquaman and the Lost Kingdom,2020,1,USA,Action
Fresh Kills,2020,3,USA,Crime
Cora Bora,2020,3,USA,Comedy
Daddio,2020,0,USA,Drama
Tuesday,2020,3,USA,Drama
"nun II, The",2020,3,USA,Horror
Fingernails,2020,2,USA,Drama
"Last Voyage of the Demeter, The",2020,0,USA,Fantasy
Blue Eyed Samurai,2020,3,USA,Animation
Love in Taipei,2020,3,USA,Comedy
"Beekeeper, The",2020,3,USA,Action
Argylle,2020,3,USA,Action
Lisa Frankenstein,2020,2,USA,Comedy
Dune: Part Two,2020,3,USA,Action
Megamind vs. The Doom Syndicate,2020,3,USA,Animation
