movie,decade,rating,country,genre
Grease,1970,3,USA,"Comedy, Musical, Romance"
"Star Wars Holiday Special, The",1970,1,USA,"Adventure, Family, Musical"
Damien: Omen II,1970,2,USA,Horror
Interiors,1970,3,USA,Drama
Superman,1970,1,USA,"Action, Adventure, Sci-Fi"
Avalanche,1970,2,USA,"Action, Drama, Thriller"
"Deer Hunter, The",1970,1,USA,"Drama, War"
Girlfriends,1970,3,USA,"Comedy, Drama"
A Woman Called Moses,1970,3,USA,"Biography, Drama"
Midnight Express,1970,0,USA,"Biography, Crime, Drama"
I Spit on Your Grave,1970,0,USA,"Horror, Thriller"
Within the Woods,1970,3,USA,"Horror, Short"
"Wiz, The",1970,3,USA,"Adventure, Family, Fantasy"
Battlestar Galactica,1970,3,USA,"Action, Adventure, Sci-Fi"
Foul Play,1970,3,USA,"Comedy, Mystery, Thriller"
Magic,1970,1,USA,"Drama, Horror"
"Boys from Brazil, The",1970,1,USA,"Drama, Mystery, Sci-Fi"
Jaws 2,1970,2,USA,"Adventure, Horror, Thriller"
Starcrash,1970,3,USA,"Action, Adventure, Sci-Fi"
"Lord of the Rings, The",1970,1,USA,"Animation, Adventure, Fantasy"
Gray Lady Down,1970,2,USA,"Adventure, Drama, History"
Pretty Baby,1970,2,USA,Drama
"Brink&#39;s Job, The",1970,1,USA,"Comedy, Crime, Drama"
"Driver, The",1970,0,USA,"Action, Crime, Thriller"
Convoy,1970,0,USA,"Action, Drama"
Someone&#39;s Watching Me,1970,3,USA,"Horror, Mystery, Thriller"
Piranha,1970,3,USA,"Comedy, Horror, Sci-Fi"
"Last Waltz, The",1970,1,USA,"Documentary, Biography, Music"
An Unmarried Woman,1970,3,USA,"Comedy, Drama, Romance"
Alien,1970,3,USA,"Horror, Sci-Fi"
Manhattan,1970,1,USA,"Comedy, Drama, Romance"
"Warriors, The",1970,1,USA,"Action, Crime, Thriller"
"Frisco Kid, The",1970,1,USA,"Adventure, Comedy, Drama"
Star Trek: The Motion Picture,1970,1,USA,"Adventure, Mystery, Sci-Fi"
All That Jazz,1970,2,USA,"Drama, Music, Musical"
Being There,1970,2,USA,"Comedy, Drama"
"In-Laws, The",1970,3,USA,"Action, Adventure, Comedy"
Apocalypse Now,1970,0,USA,"Drama, Mystery, War"
"China Syndrome, The",1970,3,USA,"Drama, Thriller"
"Jerk, The",1970,1,USA,Comedy
Escape from Alcatraz,1970,0,USA,"Action, Biography, Crime"
Moonraker,1970,1,USA,"Action, Adventure, Sci-Fi"
"Amityville Horror, The",1970,3,USA,Horror
Rock &#39;n&#39; Roll High School,1970,3,USA,"Comedy, Music"
Time After Time,1970,2,USA,"Adventure, Drama, Sci-Fi"
Angels&#39; Brigade,1970,3,USA,"Action, Comedy"
"Bell Jar, The",1970,3,USA,"Biography, Drama"
Rocky II,1970,1,USA,"Drama, Sport"
Phantasm,1970,1,USA,"Horror, Sci-Fi"
"Black Hole, The",1970,0,USA,"Action, Sci-Fi"
Hair,1970,3,USA,"Comedy, Drama, Musical"
Kramer vs. Kramer,1970,1,USA,Drama
Tourist Trap,1970,3,USA,Horror
Murder by Natural Causes,1970,1,USA,"Crime, Drama, Mystery"
"Muppet Movie, The",1970,2,USA,"Adventure, Comedy, Family"
"North Avenue Irregulars, The",1970,3,USA,"Action, Comedy, Crime"
"Rose, The",1970,1,USA,"Drama, Music, Romance"
Norma Rae,1970,3,USA,Drama
Beneath the Valley of the Ultra-Vixens,1970,2,USA,Comedy
"Blues Brothers, The",1980,1,USA,"Action, Adventure, Comedy"
Fame,1980,3,USA,"Drama, Music, Musical"
Star Wars: Episode V - The Empire Strikes Back,1980,0,USA,"Action, Adventure, Fantasy"
Nine to Five (9 to 5),1980,3,USA,Comedy
Airplane!,1980,3,USA,Comedy
"Shining, The",1980,2,USA,"Drama, Horror"
Raging Bull,1980,1,USA,"Biography, Drama, Sport"
"Nude Bomb, The",1980,1,USA,"Action, Comedy, Crime"
Loose Shoes,1980,1,USA,Comedy
Any Which Way You Can,1980,1,USA,"Action, Comedy"
Resurrection,1980,1,USA,"Drama, Fantasy"
Fade to Black,1980,3,USA,"Comedy, Crime, Horror"
Little Darlings,1980,3,USA,"Comedy, Drama"
Private Benjamin,1980,3,USA,"Comedy, War"
Xanadu,1980,3,USA,"Fantasy, Musical, Romance"
Cruising,1980,0,USA,"Crime, Drama, Mystery"
Flash Gordon,1980,3,USA,"Action, Adventure, Sci-Fi"
Somewhere in Time,1980,2,USA,"Drama, Fantasy, Romance"
Can&#39;t Stop the Music,1980,3,USA,"Biography, Comedy, Musical"
Superman II,1980,3,USA,"Action, Adventure, Sci-Fi"
Friday the 13th,1980,3,USA,"Horror, Mystery, Thriller"
Heaven&#39;s Gate,1980,0,USA,"Adventure, Drama, Western"
Coal Miner&#39;s Daughter,1980,3,USA,"Biography, Drama, Music"
"Blue Lagoon, The",1980,0,USA,"Adventure, Drama, Romance"
"Ninth Configuration, The",1980,0,USA,"Comedy, Drama, Horror"
Ordinary People,1980,2,USA,Drama
Battle Beyond the Stars,1980,2,USA,"Action, Adventure, Sci-Fi"
"Final Countdown, The",1980,0,USA,"Action, Adventure, Sci-Fi"
Maniac,1930,3,USA,"Horror, Sci-Fi"
Popeye,1980,3,USA,"Adventure, Comedy, Family"
American Gigolo,1980,3,USA,"Crime, Drama, Mystery"
Kagemusha,1980,0,USA,"Drama, History, War"
Health,1980,3,USA,Comedy
Caddyshack,1980,2,USA,"Comedy, Sport"
Cannibal! the Musical,1980,3,USA,"Adventure, Biography, Drama"
Raiders of the Lost Ark,1980,3,USA,"Action, Adventure"
Clash of the Titans,1980,3,USA,"Action, Adventure, Fantasy"
My Dinner With Andre,1980,0,USA,"Comedy, Drama"
Ms. 45,1980,3,USA,"Crime, Drama, Thriller"
Rich and Famous,1980,3,USA,Drama
Southern Comfort,1980,0,USA,"Action, Thriller"
"Fox and the Hound, The",1980,2,USA,"Animation, Adventure, Drama"
Escape from New York,1980,0,USA,"Action, Adventure, Sci-Fi"
History of the World: Part I,1980,1,USA,"Comedy, History, Musical"
Polyester,1980,3,USA,Comedy
"Great Muppet Caper, The",1980,3,USA,"Adventure, Comedy, Crime"
Reds,1980,3,USA,"Biography, Drama, History"
An American Werewolf in London,1980,2,USA,"Comedy, Horror"
Heavy Metal,1980,1,USA,"Animation, Adventure, Fantasy"
Body Heat,1980,2,USA,"Crime, Drama, Romance"
Mommy Dearest,1980,3,USA,"Biography, Drama"
"Evil Dead, The",1980,1,USA,Horror
Pennies from Heaven,1930,3,USA,"Comedy, Drama, Music"
Looker,1980,1,USA,"Drama, Sci-Fi, Thriller"
Friday the 13th Part 2,1980,2,USA,"Horror, Mystery, Thriller"
Halloween II,1980,3,USA,Horror
Stripes,1980,2,USA,"Comedy, War"
"Howling, The",1980,3,USA,Horror
For Your Eyes Only,1980,3,USA,"Action, Adventure, Thriller"
"Marva Collins Story, The",1980,1,USA,"Biography, Drama"
Blow Out,1980,3,USA,"Crime, Drama, Mystery"
Dragonslayer,1980,1,USA,"Action, Adventure, Fantasy"
Shock Treatment,1980,3,USA,"Comedy, Musical"
"Prowler, The",1980,3,USA,"Horror, Mystery, Thriller"
Galaxy of Terror,1980,3,USA,"Action, Adventure, Horror"
Ragtime,1980,2,USA,Drama
Excalibur,1980,1,USA,"Adventure, Drama, Fantasy"
Thief,1980,0,USA,"Action, Crime, Drama"
On a Golden Pond,1980,1,USA,Drama
Dead and Buried,1980,1,USA,"Horror, Mystery"
Absence of Malice,1980,3,USA,"Drama, Romance, Thriller"
Victory,1980,0,USA,"Drama, Sport, War"
Nighthawks,1980,0,USA,"Action, Crime, Thriller"
"Four Seasons, The",1980,3,USA,"Comedy, Drama"
Blade Runner,1980,1,USA,"Action, Drama, Sci-Fi"
Conan the Barbarian,1980,1,USA,"Action, Adventure, Fantasy"
"Ladies and Gentlemen, the Fabulous Stains",1980,3,USA,"Comedy, Drama, Music"
Star Trek: The Wrath of Khan,1980,3,USA,"Action, Adventure, Sci-Fi"
TRON,1980,0,USA,"Action, Adventure, Sci-Fi"
"Dark Crystal, The",1980,1,USA,"Adventure, Family, Fantasy"
"Secret of NIMH, The",1980,3,USA,"Animation, Adventure, Drama"
"Last Unicorn, The",1980,3,USA,"Animation, Adventure, Drama"
E.T.: The Extra-Terrestrial,1980,3,USA,"Adventure, Family, Sci-Fi"
Liquid Sky,1980,3,USA,"Sci-Fi, Thriller"
"Thing, The",1980,0,USA,"Horror, Mystery, Sci-Fi"
Deathtrap,1980,3,USA,"Comedy, Crime, Drama"
"King of Comedy, The",1980,1,USA,"Comedy, Crime, Drama"
Fast Times at Ridgemont High,1980,2,USA,"Comedy, Drama"
Smithereens,1980,3,USA,"Drama, Music"
"Come Back to the Five and Dime, Jimmy Dean, Jimmy Dean",1980,3,USA,"Comedy, Drama"
Cat People,1940,3,USA,"Fantasy, Horror, Thriller"
Tootsie,1980,1,USA,"Comedy, Drama, Romance"
Grease 2,1980,3,USA,"Comedy, Music, Musical"
"Slumber Party Massacre, The",1980,3,USA,Horror
First Blood,1980,0,USA,"Action, Adventure, Thriller"
Forbidden World,1980,3,USA,"Horror, Sci-Fi"
Koyaanisqatsi,1980,0,USA,"Documentary, Music"
"Best Little Whorehouse in Texas, The",1980,3,USA,"Comedy, Musical"
Diner,1980,1,USA,"Comedy, Drama"
Poltergeist,1980,3,USA,"Horror, Thriller"
Friday the 13th Part III,1980,3,USA,"Horror, Thriller"
Frances,1980,3,USA,"Biography, Drama, Romance"
48 Hrs.,1980,2,USA,"Action, Comedy, Crime"
"Last American Virgin, The",1980,3,USA,"Comedy, Drama, Romance"
"Verdict, The",1980,1,USA,Drama
Rocky III,1980,0,USA,"Drama, Sport"
"State of Things, The",1980,3,USA,Drama
Swamp Thing,1980,2,USA,"Horror, Sci-Fi"
An Officer and a Gentleman,1980,3,USA,"Drama, Romance"
"Beast Within, The",1980,1,USA,Horror
"Fits, The",1980,1,USA,"Drama, Music"
Missing,2020,3,USA,"Drama, Mystery, Thriller"
Evil Under the Sun,1980,3,USA,"Crime, Drama, Mystery"
"Entity, The",1980,3,USA,"Drama, Horror"
Victor Victoria,1980,3,USA,"Comedy, Music, Romance"
Tex,1980,2,USA,Drama
Sorceress,1980,3,USA,"Action, Adventure, Fantasy"
"World According to Garp, The",1980,3,USA,"Comedy, Drama"
Six Pack,1980,2,USA,"Comedy, Drama, Sport"
Silkwood,1980,3,USA,"Biography, Drama, History"
Star Wars: Episode VI - Return of the Jedi,1980,1,USA,"Action, Adventure, Fantasy"
Trading Places,1980,1,USA,Comedy
Breathless,1980,0,USA,"Action, Drama, Romance"
Rumble Fish,1980,2,USA,"Crime, Drama, Romance"
El Norte,1980,3,USA,"Adventure, Drama"
Born in Flames,1980,3,USA,"Comedy, Drama, Sci-Fi"
Lianna,1980,3,USA,"Drama, Romance"
WarGames,1980,1,USA,"Action, Drama, Sci-Fi"
Superman III,1980,3,USA,"Action, Adventure, Comedy"
Terms of Endearment,1980,3,USA,"Comedy, Drama"
Go for It,1980,0,USA,"Action, Adventure, Comedy"
"Man With Two Brains, The",1980,1,USA,"Comedy, Romance, Sci-Fi"
Scarface,1930,1,USA,"Action, Crime, Drama"
"Dead Zone, The",1980,1,USA,"Drama, Horror, Sci-Fi"
A Christmas Story,1980,1,USA,"Comedy, Family"
Krull,1980,1,USA,"Action, Adventure, Fantasy"
Mickey&#39;s Christmas Carol,1980,1,USA,"Animation, Short, Comedy"
Jaws 3-D,1980,3,USA,"Adventure, Horror, Thriller"
"Outsiders, The",1980,2,USA,"Crime, Drama"
Yentl,1980,3,USA,"Drama, Musical, Romance"
Cujo,1980,3,USA,"Horror, Thriller"
Strange Brew,1980,1,USA,"Comedy, Crime, Sci-Fi"
Deathstalker,1980,1,USA,"Action, Adventure, Fantasy"
Wild Style,1980,3,USA,"Drama, Music"
"Best Christmas Pageant Ever, The",1980,3,USA,"Comedy, Family"
Suburbia,1980,3,USA,"Drama, Thriller"
Risky Business,1980,3,USA,"Comedy, Crime, Drama"
Under Fire,1980,1,USA,"Drama, War"
Gremlins,1980,1,USA,"Comedy, Fantasy, Horror"
Conan the Destroyer,1980,3,USA,"Action, Adventure, Fantasy"
"Bostonians, The",1980,3,USA,"Drama, Romance"
Police Academy,1980,3,USA,Comedy
Amadeus,1980,3,USA,"Biography, Drama, Music"
"Adventures of Buckaroo Banzai Across the 8th Dimension, The",1980,3,USA,"Adventure, Comedy, Sci-Fi"
Indiana Jones and the Temple of Doom,1980,0,USA,"Action, Adventure"
Star Trek III: The Search for Spock,1980,1,USA,"Action, Adventure, Sci-Fi"
"Terminator, The",1980,3,USA,"Action, Adventure, Sci-Fi"
Sixteen Candles,1980,3,USA,"Comedy, Romance"
"Karate Kid, The",1980,3,USA,"Action, Drama, Family"
This Is Spinal Tap,1980,1,USA,"Comedy, Music"
Beverly Hills Cop,1980,0,USA,"Action, Comedy, Crime"
Supergirl,1980,3,USA,"Action, Adventure, Fantasy"
A Soldier&#39;s Story,1980,0,USA,"Crime, Drama, Mystery"
Blame It on Rio,1980,3,USA,"Comedy, Romance"
Love Streams,1980,3,USA,Drama
Night of the Comet,1980,3,USA,"Comedy, Horror, Sci-Fi"
Splash,1980,1,USA,"Comedy, Fantasy, Romance"
"Natural, The",1980,1,USA,"Drama, Sport"
"Neverending Story, The",1980,1,USA,"Adventure, Drama, Family"
A nightmare on Elm Street,1980,3,USA,Horror
Purple Rain,1980,3,USA,"Drama, Music, Romance"
Repo Man,1980,2,USA,"Action, Comedy, Crime"
Protocol,1980,3,USA,Comedy
2010,1980,1,USA,"Adventure, Mystery, Sci-Fi"
"Last Starfighter, The",1980,3,USA,"Action, Adventure, Sci-Fi"
"Muppets Take Manhattan, The",1980,3,USA,"Adventure, Comedy, Drama"
Top Secret!,1980,0,USA,"Comedy, Crime, Music"
A Passage to India,1980,3,USA,"Adventure, Drama, History"
Body Double,1980,2,USA,"Crime, Drama, Mystery"
Friday the 13th Part IV: The Final Chapter,1980,3,USA,"Horror, Thriller"
Blood Simple.,1980,1,USA,"Crime, Drama, Thriller"
Revenge of the Nerds,1980,1,USA,Comedy
Starman,1980,0,USA,"Romance, Sci-Fi"
Children of the Corn,1980,3,USA,"Horror, Thriller"
Trancers,1980,1,USA,"Action, Sci-Fi"
Once Upon A Time In America,1980,1,USA,"Crime, Drama"
Bachelor Party,1980,3,USA,Comedy
Johnny Dangerously,1980,3,USA,"Comedy, Crime"
Godzilla 1985,1980,0,USA,"Action, Drama, Sci-Fi"
"Silent Night, Deadly Night",1980,3,USA,"Horror, Thriller"
"Philadelphia Experiment, The",1980,1,USA,"Adventure, Drama, Romance"
"Ice Pirates, The",1980,2,USA,"Action, Adventure, Comedy"
Best Defense,1980,2,USA,"Comedy, War"
Angel,1980,3,USA,"Action, Crime, Thriller"
Romancing the Stone,1980,3,USA,"Action, Adventure, Comedy"
"Initiation, The",1980,3,USA,"Horror, Mystery, Thriller"
All of Me,1980,2,USA,"Comedy, Fantasy, Romance"
Rhinestone,1980,3,USA,"Comedy, Music"
C.H.U.D.,1980,2,USA,"Horror, Sci-Fi"
"Warrior and the Sorceress, The",1980,0,USA,"Adventure, Fantasy"
Back to the Future,1980,2,USA,"Adventure, Comedy, Sci-Fi"
"Breakfast Club, The",1980,3,USA,"Comedy, Drama"
Just One of the Guys,1980,3,USA,"Comedy, Romance"
Red Sonja,1980,3,USA,"Action, Adventure, Fantasy"
Weird Science,1980,3,USA,"Comedy, Romance, Sci-Fi"
Police Academy 2: Their First Assignment,1980,1,USA,Comedy
Agnes of God,1980,3,USA,"Drama, Mystery"
Girls Just Want to Have Fun,1980,3,USA,"Comedy, Music, Romance"
Brazil,1980,3,USA,"Drama, Sci-Fi, Thriller"
Anne of Green Gables,1930,3,USA,"Comedy, Drama, Family"
"Color Purple, The",2020,3,USA,"Drama, Musical"
Real Genius,1980,1,USA,"Comedy, Romance, Sci-Fi"
White Nights,1980,1,USA,"Drama, Music"
Clue,1980,3,USA,"Comedy, Crime, Mystery"
Ladyhawke,1980,0,USA,"Adventure, Comedy, Drama"
Dim Sum: A Little Bit of Heart,1980,3,USA,Comedy
Desperately Seeking Susan,1980,3,USA,"Comedy, Drama"
"Trip To Bountiful, The",1980,3,USA,Drama
Fletch,1980,1,USA,"Comedy, Crime, Mystery"
"Black Cauldron, The",1980,3,USA,"Animation, Action, Adventure"
Enemy Mine,1980,0,USA,"Action, Adventure, Drama"
Fandango,1980,0,USA,"Comedy, Drama"
Commando,1980,1,USA,"Action, Adventure, Thriller"
Return to Oz,1980,3,USA,"Adventure, Family, Fantasy"
"Goonies, The",1980,3,USA,"Adventure, Comedy, Family"
Better Off Dead,1980,3,USA,"Comedy, Romance"
Starchaser: The Legend of Orin,1980,1,USA,"Animation, Action, Adventure"
Desert Hearts,1980,3,USA,"Drama, Romance"
A Chorus Line,1980,3,USA,"Drama, Music, Musical"
Sweet Dreams,1980,3,USA,"Biography, Drama, Music"
Day of the Dead,1980,0,USA,"Horror, Thriller"
After Hours,1980,2,USA,"Comedy, Crime, Drama"
"Care Bears Movie, The",1980,3,USA,"Animation, Adventure, Comedy"
Barbarian Queen,1980,3,USA,"Adventure, Fantasy"
Purple Rose of Cairo,1980,3,USA,"Comedy, Fantasy, Romance"
"Sure Thing, The",1980,3,USA,"Comedy, Drama, Romance"
Friday the 13th: A New Beginning,1980,3,USA,"Horror, Mystery, Thriller"
Re-Animator,1980,0,USA,"Comedy, Horror, Sci-Fi"
Spies Like Us,1980,1,USA,"Adventure, Comedy"
Witness,1980,3,USA,"Drama, Romance, Thriller"
"Legend of Billie Jean, The",1980,3,USA,"Action, Drama"
Fright Night,1980,2,USA,Horror
A Nightmare on Elm Street 2: Freddy&#39;s Revenge,1980,3,USA,Horror
Out of Africa,1980,3,USA,"Biography, Drama, Romance"
A View to a Kill,1980,1,USA,"Action, Adventure, Thriller"
Kiss of the Spider Woman,1980,2,USA,Drama
Rambo: First Blood Part II,1980,0,USA,"Action, Adventure, Thriller"
Rocky IV,1980,2,USA,"Drama, Sport"
Flesh+Blood,1980,3,USA,"Adventure, Drama"
La Negrita: the Miracle of Our Lady of Los Angeles,1980,1,USA,"Drama, Family"
Howling II: ... Your Sister Is a Werewolf,1980,2,USA,"Horror, Thriller"
Pee-wee&#39;s Big Adventure,1980,1,USA,"Adventure, Comedy, Family"
"Last Dragon, The",1980,3,USA,"Action, Comedy, Drama"
Teen Wolf,1980,2,USA,"Comedy, Fantasy, Romance"
Pale Rider,1980,2,USA,"Drama, Western"
Ocean Drive Weekend,1980,3,USA,Comedy
Once Bitten,1980,3,USA,"Comedy, Horror"
Hellhole,1980,3,USA,"Action, Drama, Horror"
Short Circuit,1980,3,USA,"Comedy, Family, Sci-Fi"
Ferris Bueller&#39;s Day Off,1980,3,USA,Comedy
Labyrinth,1980,3,USA,"Adventure, Family, Fantasy"
Aliens,1980,3,USA,"Action, Adventure, Sci-Fi"
Police Academy 3: Back in Training,1980,1,USA,Comedy
Stand By Me,1980,0,USA,"Adventure, Comedy, Drama"
Hannah and Her Sisters,1980,3,USA,"Comedy, Drama"
Highlander,1980,2,USA,"Action, Adventure, Fantasy"
"Clan of the Cave Bear, The",1980,3,USA,"Adventure, Drama, Fantasy"
Top Gun,1980,2,USA,"Action, Drama"
Jumpin&#39; Jack Flash,1980,3,USA,"Comedy, Romance, Thriller"
Little Shop of Horrors,1980,1,USA,"Comedy, Horror, Musical"
Peggy Sue Got Married,1980,3,USA,"Comedy, Drama, Fantasy"
Big Trouble in Little China,1980,3,USA,"Action, Adventure, Comedy"
"Money Pit, The",1980,2,USA,Comedy
Armed and Dangerous,1980,1,USA,"Action, Comedy, Crime"
An American Tail,1980,3,USA,"Animation, Adventure, Comedy"
Star Trek IV:  The Voyage Home,1980,3,USA,"Action, Adventure, Comedy"
SpaceCamp,1980,3,USA,"Adventure, Family, Sci-Fi"
Blue Velvet,1980,1,USA,"Crime, Drama, Mystery"
When the Wind Blows,1980,0,USA,"Animation, Drama, War"
"Fly, The",1950,2,USA,"Drama, Horror, Sci-Fi"
"&#39;night, Mother",1980,3,USA,Drama
Down by Law,1980,1,USA,"Comedy, Crime, Drama"
Platoon,1980,0,USA,"Drama, War"
"Great Mouse Detective, The",1980,1,USA,"Animation, Adventure, Family"
"Transformers: The Movie, The",1980,0,USA,"Animation, Action, Adventure"
Pretty in Pink,1980,3,USA,"Comedy, Drama, Romance"
Flight of the Navigator,1980,3,USA,"Adventure, Comedy, Family"
"Parent Trap II, The",1980,3,USA,"Comedy, Family"
Back to School,1980,1,USA,"Comedy, Romance, Sport"
Ruthless People,1980,3,USA,"Comedy, Crime"
Howard The Duck,1980,3,USA,"Action, Adventure, Comedy"
Maximum Overdrive,1980,2,USA,"Action, Comedy, Horror"
F/X,1980,1,USA,"Action, Thriller"
Captain EO,1980,1,USA,"Short, Adventure, Fantasy"
!Three Amigos!,1980,2,USA,"Comedy, Western"
Manhunter,1980,1,USA,"Crime, Mystery, Thriller"
"Karate Kid, Part II, The",1980,1,USA,"Action, Family, Sport"
Children of a Lesser God,1980,3,USA,"Drama, Romance"
April Fool&#39;s Day,1980,3,USA,"Horror, Mystery"
"Mission, The",1980,0,USA,"Adventure, Drama, History"
From Beyond,1980,3,USA,"Horror, Sci-Fi"
"Manhattan Project, The",1980,2,USA,"Sci-Fi, Thriller"
Critters,1980,2,USA,"Comedy, Horror, Sci-Fi"
Chopping Mall,1980,3,USA,"Horror, Sci-Fi"
Deadly Friend,1980,2,USA,"Drama, Horror, Sci-Fi"
She&#39;s Gotta Have It,1980,3,USA,"Comedy, Romance"
Under the Cherry Moon,1980,3,USA,"Comedy, Drama, Music"
A Better Tomorrow,1980,0,USA,"Action, Crime, Drama"
Cobra,1980,1,USA,"Action, Crime, Thriller"
Iron Eagle,1980,1,USA,"Action, Thriller, War"
"Delta Force, The",1980,1,USA,"Action, Adventure, Drama"
"No Retreat, No Surrender",1980,0,USA,"Action, Comedy, Crime"
"Defiant Ones, The",1950,0,USA,"Crime, Drama"
Friday the 13th Part VI: Jason Lives,1980,3,USA,"Horror, Thriller"
"Texas Chainsaw Massacre Part 2, The",1980,0,USA,"Comedy, Horror"
Hoosiers,1980,1,USA,"Drama, Sport"
"Good Morning, Vietnam",1980,1,USA,"Biography, Comedy, Drama"
Dirty Dancing,1980,3,USA,"Drama, Music, Romance"
"Princess Bride, The",1980,2,USA,"Adventure, Comedy, Family"
RoboCop,1980,1,USA,"Action, Crime, Sci-Fi"
Police Academy 4: Citizens on Patrol,1980,1,USA,"Comedy, Crime"
Full Metal Jacket,1980,0,USA,"Drama, War"
Housekeeping,1980,3,USA,"Comedy, Drama"
Lethal Weapon,1980,1,USA,"Action, Crime, Thriller"
Spaceballs,1980,3,USA,"Adventure, Comedy, Sci-Fi"
September,1980,3,USA,Drama
"Whales Of August, The",1980,3,USA,Drama
Beverly Hills Cop II,1980,1,USA,"Action, Comedy, Crime"
84 Charing Cross Road,1980,3,USA,"Biography, Drama, Romance"
Predator,1980,0,USA,"Action, Adventure, Horror"
House of Games,1980,3,USA,"Crime, Thriller"
"Witches of Eastwick, The",1980,3,USA,"Comedy, Fantasy, Horror"
Hard Ticket to Hawaii,1980,3,USA,"Action, Comedy, Crime"
Radio Days,1980,1,USA,Comedy
Angel Heart,1980,1,USA,"Horror, Mystery, Thriller"
Baby Boom,1980,3,USA,"Comedy, Drama, Romance"
Fatal Beauty,1980,2,USA,"Action, Comedy, Crime"
Moonstruck,1980,3,USA,"Comedy, Drama, Romance"
"Planes, Trains &amp; Automobiles",1980,1,USA,"Comedy, Drama"
"Lost Boys, The",1980,1,USA,"Comedy, Horror"
Barbie and the Rockers: Out of This World,1980,3,USA,"Animation, Adventure, Comedy"
Nice Girls Don&#39;t Explode,1980,3,USA,"Comedy, Romance, Sci-Fi"
Prince of Darkness,1980,3,USA,Horror
Raising Arizona,1980,3,USA,"Comedy, Crime"
"Chipmunk Adventure, The",1980,3,USA,"Animation, Adventure, Comedy"
Evil Dead II,1980,3,USA,"Comedy, Horror"
Outrageous Fortune,1980,3,USA,Comedy
Superman IV: The Quest for Peace,1980,3,USA,"Action, Adventure, Sci-Fi"
Dragnet,1980,3,USA,"Comedy, Crime, Mystery"
Fatal Attraction,1980,3,USA,"Drama, Thriller"
Light of Day,1980,3,USA,"Drama, Music"
Swimming to Cambodia,1980,0,USA,"Comedy, Drama"
Hansel and Gretel,1980,3,USA,"Family, Fantasy, Musical"
Broadcast News,1980,3,USA,"Comedy, Drama, Romance"
Empire of the Sun,1980,1,USA,"Drama, War"
House II: The Second Story,1980,3,USA,"Comedy, Fantasy, Horror"
A Nightmare on Elm Street 3: Dream Warriors,1980,3,USA,"Fantasy, Horror"
Waiting for the Moon,1980,3,USA,Drama
Creepshow 2,1980,3,USA,"Fantasy, Horror"
Jaws: The Revenge,1980,3,USA,"Adventure, Horror, Thriller"
3 Men and a Baby,1980,1,USA,"Comedy, Drama, Family"
Hope and Glory,1980,3,USA,"Comedy, Drama, Romance"
"Secret of My Succe$s, The",1980,1,USA,"Comedy, Romance"
"Running Man, The",1980,3,USA,"Action, Sci-Fi, Thriller"
My Demon Lover,1980,2,USA,"Comedy, Fantasy, Horror"
Can&#39;t Buy Me Love,1980,3,USA,"Comedy, Drama, Romance"
Deathstalker II,1980,3,USA,"Action, Adventure, Comedy"
"No Retreat, No Surrender 2",1980,1,USA,"Adventure, Action"
Masters of the Universe,1980,3,USA,"Action, Adventure, Fantasy"
Throw Momma from the Train,1980,1,USA,"Comedy, Crime, Thriller"
Amazon Women on the Moon,1980,2,USA,"Comedy, Sci-Fi"
No Way Out,1950,3,USA,"Crime, Drama, Film-Noir"
Slave Girls from Beyond Infinity,1980,3,USA,"Action, Adventure, Comedy"
Mannequin,1980,1,USA,"Comedy, Fantasy, Romance"
"Untouchables, The",1980,1,USA,"Crime, Drama, Thriller"
Who Framed Roger Rabbit,1980,1,USA,"Animation, Adventure, Comedy"
Coming to America,1980,3,USA,"Comedy, Romance"
Twins,1980,3,USA,"Comedy, Crime"
Police Academy 5: Assignment: Miami Beach,1980,1,USA,"Comedy, Crime"
Die Hard,1980,3,USA,"Action, Thriller"
Beetle Juice,1980,3,USA,"Comedy, Fantasy"
Willow,2020,3,USA,"Action, Adventure, Drama"
Maniac Cop,1980,3,USA,"Action, Crime, Horror"
Heathers,1980,3,USA,"Comedy, Crime"
Mystic Pizza,1980,3,USA,"Comedy, Drama, Romance"
Working Girl,1980,3,USA,"Comedy, Drama, Romance"
They Live,1980,0,USA,"Action, Horror, Sci-Fi"
Oliver &amp; Company,1980,2,USA,"Animation, Adventure, Comedy"
Bloodsport,1980,1,USA,"Action, Biography, Drama"
Dangerous Liaisons,1980,3,USA,"Drama, Romance"
Poltergeist III,1980,3,USA,"Horror, Thriller"
"Naked Gun: From the Files of Police Squad!, The",1980,1,USA,"Comedy, Crime"
Killer Klowns from Outer Space,1980,0,USA,"Comedy, Horror, Sci-Fi"
A Fish Called Wanda,1980,3,USA,"Comedy, Crime"
Midnight Run,1980,2,USA,"Action, Comedy, Crime"
Hairspray,1980,3,USA,"Comedy, Drama, Family"
Satisfaction,1980,3,USA,"Comedy, Music, Romance"
Beaches,1980,3,USA,"Comedy, Drama, Music"
"Accused, The",1980,3,USA,"Crime, Drama"
Big Business,1980,3,USA,Comedy
Feds,1980,3,USA,"Comedy, Crime"
Action Jackson,1980,1,USA,"Action, Comedy, Crime"
Alien Nation,1980,1,USA,"Action, Sci-Fi"
"Land Before Time, The",1980,3,USA,"Animation, Adventure, Drama"
Torch Song Trilogy,1980,1,USA,"Comedy, Drama, Romance"
Scooby-Doo and the Ghoul School,1980,3,USA,"Animation, Comedy, Family"
Rain Man,1980,1,USA,Drama
